4.939219697858867164e+00,3.323678716736318428e+00,2.722946126846746306e+00,2.787818754341859329e+00,2.226739272476917275e+00,2.868401570078340512e+00,1.907785090402076777e+00,2.067978944863005264e+00,2.937561246269666082e+00,2.036068091039619610e+00,3.306754462727319321e+00,2.640637514116031426e+00,2.746353093998703088e+00,2.708732819656793911e+00,2.897462574195541318e+00,2.412565599411603756e+00,2.128726110040829678e+00,2.389757266103476052e+00,2.650056040897950549e+00,3.035592327475026941e+00,2.410615268155083424e+00,4.098760757189437776e+00,4.476257782777189220e+00,6.001990987387609167e+00,5.464761299399619077e+00,4.717234923222065390e+00,5.081962541377427200e+00,5.389408121993469969e+00,5.611033251510544773e+00,6.015665222464821049e+00,4.541029341693838539e+00,5.543232274141494109e+00,6.113244366150115461e+00,4.201370464960171525e+00,2.974604046946312863e+00,4.164019192914682144e+00,4.863977891718235469e+00,4.332140191305741794e+00,4.413707551159142817e+00,2.715165834164894765e+00,1.464027429105848377e+00,2.140767549010674564e+00,2.497560205166417635e+00,1.746585538780420555e+00,9.602883540708126997e-01,1.723965215544850160e+00,1.679706136934519201e+00,3.506437747046201814e+00,3.667298614417177749e+00,3.634884529271991127e+00,3.471812993587604979e+00,3.801869585943893348e+00,4.362308018124487319e+00,3.981165338813324350e+00,4.732706875603308383e+00,4.438859441508947512e+00,4.477911862067415427e+00,4.140749695713110690e+00,4.880050833400606081e+00,4.635356037272969409e+00,4.456739510271929383e+00,5.586439967744230017e+00,5.743735439796838982e+00,5.543923094718337552e+00,6.792677192177086098e+00
3.394521876682627060e+00,3.165756722644536669e+00,3.789010667318831072e+00,3.437775053244622736e+00,2.597472217248888882e+00,1.950789907371790255e+00,2.079019777494671040e+00,1.710314662076904302e+00,2.753312452443252401e+00,2.125804915118929106e+00,2.490159330003645088e+00,2.650176871759575725e+00,2.411655490898888310e+00,2.009290452512667358e+00,2.707230684598216364e+00,2.933083269049034492e+00,3.033965650576963213e+00,2.287426317102962070e+00,3.587097756680239335e+00,3.423171328194031027e+00,3.464284962194410955e+00,3.415381427772469891e+00,5.122655266787394801e+00,6.223860183224313225e+00,5.349475250730892029e+00,5.006202872750630917e+00,3.920405478764624085e+00,4.150885435689917635e+00,4.857660876185954990e+00,5.605463198037562655e+00,5.297933014658654294e+00,4.995462804126828082e+00,5.269788730337458205e+00,4.086688168096816121e+00,4.044195081494805777e+00,5.054714393249285287e+00,4.166040818289783232e+00,3.472321607579648806e+00,3.284667107946126929e+00,2.506017991716734450e+00,2.302790727840126728e+00,2.352230726369384683e+00,2.698330199660781581e+00,2.279035325908592924e+00,2.533205442291567522e+00,2.416132400853253870e+00,3.242752898494016822e+00,3.659119582987242048e+00,4.217994051230929742e+00,4.132169760710906026e+00,2.885759889758973351e+00,2.545094257218369460e+00,4.018685675250765144e+00,3.653732866141639501e+00,3.280826945159495800e+00,4.203556893899923708e+00,3.940276137337419993e+00,3.657561987936000847e+00,4.316364896150464148e+00,4.696086050951533863e+00,4.220924286390939528e+00,4.549822481743922786e+00,5.535666590807887033e+00,5.661758331979724446e+00,5.495391839272767420e+00
2.355514453858142065e+00,2.699519345670875481e+00,2.926358815100017274e+00,2.843055221580732983e+00,3.879204316596291946e+00,2.408459499523997405e+00,2.277410108859773352e+00,1.643331383580112881e+00,1.876384573274411105e+00,2.171765602758421565e+00,2.505116952698993593e+00,2.773673824898397644e+00,2.521698648503518658e+00,3.334318859360716480e+00,4.106696771750743657e+00,3.131439794250728603e+00,3.650062836535550304e+00,3.521793245830320274e+00,3.189897534571966009e+00,3.373198882078185967e+00,3.471120005500249572e+00,4.242756648281189591e+00,4.509622830953505357e+00,5.052341023173484658e+00,4.155234347249018079e+00,4.144859328835475587e+00,3.604542138792777628e+00,3.573972580289844991e+00,4.061396357028403514e+00,5.557086637700767717e+00,4.871315487856361592e+00,5.866104455626403258e+00,5.896021595046295971e+00,3.955651497668506433e+00,4.159444200571248196e+00,4.857052321677627127e+00,3.353392097149392015e+00,3.592474553345672117e+00,2.905851650690341792e+00,2.382737535168514054e+00,3.454341547714133043e+00,2.639748232404248718e+00,3.258177222010420593e+00,3.160416941412190095e+00,3.505899399278696649e+00,3.607124511704729031e+00,4.878588990613132559e+00,3.920754683588143497e+00,4.087132941091587313e+00,3.927228650620189665e+00,2.901725894194083999e+00,3.315047112735029167e+00,4.104497278172839714e+00,3.776755461646397638e+00,4.128870521760483747e+00,3.421755350232443149e+00,3.561140036169341272e+00,2.994807784509522897e+00,5.823102040940936419e+00,4.616222979740984833e+00,4.367766673696985791e+00,4.121752891864596258e+00,4.500033820849473010e+00,4.938982874713876647e+00,5.855917328612091133e+00
2.354811987158451636e+00,2.516462294248146936e+00,2.909269563062207631e+00,3.412511884774243054e+00,3.189357887292567195e+00,3.505367151828529426e+00,2.856353285788681529e+00,3.216370866192446165e+00,2.778095155743839584e+00,2.539086712707714355e+00,2.155569869441512409e+00,2.718210562071777581e+00,2.319870356933384947e+00,1.802815003266171834e+00,2.808413658376736954e+00,2.171108447465762037e+00,2.765969408189747014e+00,2.707730956571199776e+00,2.394693297415844579e+00,2.789150086898088077e+00,3.789363278246518085e+00,4.077797447722596225e+00,4.408358238228132997e+00,4.569072927042216570e+00,4.564671759512660465e+00,4.408013795215182995e+00,3.843047489175870357e+00,2.947615069078051153e+00,2.352994276175842003e+00,4.196593606964007073e+00,4.423478907246184200e+00,5.261635551209487893e+00,4.775174640133951875e+00,4.744769407590395005e+00,4.102451062424543160e+00,4.802007641331289989e+00,3.310325348601436346e+00,3.113659634255418585e+00,3.286726301395150873e+00,3.137283503606655533e+00,2.597996481982858707e+00,2.615907785314881995e+00,3.515277363908198893e+00,3.954499715480470190e+00,4.796229428214959789e+00,4.121636889876318932e+00,4.880315284169059353e+00,3.989540625533361418e+00,4.209278536830566964e+00,3.912407249982646107e+00,3.580993859126730516e+00,3.514019246957352571e+00,3.829751162671269249e+00,3.632420983846827767e+00,3.109046865307179441e+00,3.283001454744066017e+00,3.765746031279831207e+00,3.983991231968245117e+00,3.922850084481073196e+00,3.796627341586547466e+00,4.757203019777638708e+00,4.748033056791057582e+00,4.741500080014987795e+00,4.001663097055589979e+00,6.104124310828538569e+00
2.582804114132208895e+00,2.748864533944566091e+00,2.736343430043937097e+00,2.972981716319533785e+00,2.359437125096467192e+00,3.297939417689272013e+00,2.871520706247234322e+00,2.014532108759151896e+00,3.789038848549051153e+00,2.901750951756524977e+00,2.726854490696712929e+00,1.867777764448094180e+00,2.078546462396839267e+00,2.540706931859936013e+00,1.861761090103431826e+00,1.495475158019200501e+00,2.573635294072135871e+00,2.219528805335460042e+00,1.301105363172226914e+00,2.863059229268763328e+00,4.477935136206712130e+00,4.436679054106822839e+00,5.048372013498799937e+00,4.374607445494882896e+00,4.240762292611290007e+00,3.645944799566341210e+00,3.710069290135992848e+00,2.774492563710320603e+00,2.303887088977106146e+00,3.665328236950097907e+00,3.987347217601506344e+00,5.022712900733511177e+00,4.982259801983403236e+00,4.665645657905838739e+00,3.588414690011361596e+00,3.481295261913946781e+00,2.777730956263237516e+00,3.300358631497654294e+00,3.925554136007094019e+00,3.622453550526914423e+00,2.802248583295901430e+00,3.240196262034195751e+00,2.907444118486177675e+00,3.840399167649848344e+00,5.586903172491276770e+00,3.610710293669887161e+00,4.528262557086053519e+00,4.598054330352504770e+00,4.715395723443166709e+00,4.394960355638414029e+00,4.404908350724622501e+00,2.620923359432584476e+00,3.487032850015720609e+00,3.143362334670936509e+00,2.525918261287629640e+00,3.409518404444915607e+00,3.672170100636846790e+00,3.891622968714207875e+00,4.430088976373059317e+00,4.936749980839339358e+00,5.923381199651620577e+00,5.292301777472397717e+00,4.725391695713513585e+00,4.811314497370463350e+00,5.392333622042774444e+00
2.226202197868097254e+00,3.616797549257925848e+00,2.593175883732794063e+00,2.605952782515646327e+00,2.599076152692048058e+00,1.281172732950257576e+00,1.944610209079524754e+00,2.242002173360547079e+00,2.807376309182610274e+00,2.926592639653511796e+00,2.820124270347969642e+00,3.514906456582304717e+00,3.153966423455085710e+00,2.979194545556991258e+00,1.561600422253262455e+00,9.855266802992361796e-01,9.828635701350123544e-01,1.095432367590549294e+00,1.478175107471880079e+00,2.887203256714630406e+00,3.781367128089172081e+00,4.314577907704584270e+00,3.756730885037292467e+00,3.700939861257436903e+00,3.147847849874256365e+00,3.319317128864478494e+00,3.423624976210311033e+00,3.471227988642354045e+00,2.790277295651297340e+00,3.264468386850598591e+00,4.656650449832519634e+00,3.212805027252458867e+00,4.497861998563749353e+00,4.425744265825585444e+00,4.068282688583667372e+00,3.550793800116264443e+00,3.885266621095951223e+00,3.838754150158216305e+00,3.344954559681690309e+00,3.255242066204790063e+00,2.750365378277884076e+00,3.477537095533531630e+00,3.356112531447466907e+00,1.910850146106887859e+00,3.297892443061737566e+00,3.449639516549688700e+00,4.025770961802447090e+00,4.144011236717999758e+00,3.750532303018785374e+00,3.429417148293506301e+00,3.943362622952568231e+00,4.005243311305721754e+00,3.598947386202949517e+00,3.863862598434102846e+00,2.588244175525131752e+00,3.462494574918295598e+00,3.450067480540026654e+00,4.551611442136473507e+00,4.854144896868532122e+00,4.661153091463337894e+00,4.579213711593859593e+00,4.409967673562597668e+00,5.173624302888699233e+00,4.978879211077541278e+00,5.489255428366393019e+00
3.846759225070854882e+00,2.398430238958730421e+00,4.093998124661572646e+00,2.689357066970581300e+00,2.053735498442729401e+00,1.379721237406130729e+00,1.316998005568089658e+00,2.244022506431655906e+00,4.090674173950369585e+00,4.003313114982817389e+00,3.961348565424933188e+00,3.805897701589561422e+00,3.156429500149907419e+00,2.831932310973767741e+00,2.530185228039716794e+00,1.093261897586833342e+00,6.248751769632840958e-01,9.426251409396225744e-01,1.949657556702472316e+00,2.198942423563468473e+00,3.458681346253466238e+00,2.760567115029016527e+00,3.270279810093609463e+00,3.599582763185709577e+00,4.158420633046516102e+00,4.307473045066750217e+00,3.433197843311396547e+00,3.220675411029085833e+00,3.715494015057470456e+00,4.075072872815966640e+00,4.780438157183112047e+00,3.377139695012663090e+00,3.633670749020545099e+00,3.864752127296932294e+00,4.028013865883575129e+00,3.212518859033091534e+00,3.648481984884297979e+00,3.836651941825290457e+00,4.113037966538830581e+00,3.086146440571661209e+00,3.146411753180511361e+00,1.985558242223431247e+00,1.447939462150509504e+00,1.656156595268813536e+00,3.312508927280901183e+00,3.199446205036592161e+00,2.939551265668014057e+00,3.053596031072529637e+00,3.409384647408304936e+00,3.284688872697929973e+00,2.430269637928242688e+00,2.543818248895597822e+00,3.430326319763103537e+00,3.640786518180304299e+00,3.780650449477231057e+00,4.128319831302876608e+00,3.922450831591137721e+00,4.416586095609690510e+00,4.602307151020464282e+00,5.507268782368307747e+00,5.435883377053173149e+00,4.910133247412299617e+00,6.326732205411263799e+00,5.030958309124411443e+00,4.371620827758317063e+00
2.923259659934537069e+00,2.722481594310312669e+00,2.778335348217026546e+00,2.547449179210520942e+00,1.708730837835963801e+00,-1.531898851355678326e-01,2.432804881233635808e+00,2.295368893449159398e+00,2.554750213618972143e+00,2.803344693138172250e+00,3.743430601161430005e+00,2.421841272146762591e+00,3.615340831546573597e+00,3.294489148506945853e+00,2.126351609674077103e+00,1.720558985929338203e+00,1.574147520608696116e+00,1.612584292997309987e+00,1.273719991252656669e+00,1.125182955074301105e+00,2.080033817885595493e+00,1.798822740969175049e+00,3.380171791843695317e+00,4.186079318291126228e+00,4.798671170788510132e+00,4.668141256216286727e+00,3.209578320153054332e+00,3.939081252271944500e+00,3.322108000800028105e+00,3.204901018247783728e+00,3.235618014454948010e+00,3.315292107276466282e+00,3.267629493112422789e+00,4.173166277989440509e+00,2.998399609270991473e+00,2.875600076629490687e+00,3.246023509938566143e+00,3.837044956367031467e+00,2.576756878229588654e+00,2.756766639099373251e+00,2.633143718279381318e+00,1.371331740829574208e+00,2.018842998263985056e+00,1.875816346019371306e+00,2.278503777285713738e+00,2.934309678046157721e+00,2.175900788327039148e+00,1.336293533982316761e+00,2.766272253799559877e+00,2.629597136429246529e+00,2.300355364562624683e+00,3.159093397461637309e+00,3.092959908193351204e+00,3.827940629704625231e+00,2.946439869986895665e+00,3.611309392073772884e+00,4.192771112730743432e+00,4.599476096396697855e+00,4.449202392342176182e+00,5.509625755972019867e+00,5.812137608861450033e+00,5.604524213269504784e+00,5.859693203790588889e+00,5.078775045666753307e+00,4.963211699926145748e+00
4.179631969563048166e+00,2.810595890311243572e+00,1.275380763822283603e+00,1.435446551424965467e+00,7.420027092125603962e-01,9.799905641430216585e-01,1.643650702751069392e+00,1.396399301649285052e+00,9.121805171670077650e-01,1.559763644432508256e+00,2.350643316040473163e+00,2.672973834296326068e+00,3.714205242776837945e+00,2.671560367952197979e+00,2.289445368061516994e+00,1.834454106951327601e+00,1.017110506559137484e+00,2.961285241760107101e-01,-2.727518731992533141e-01,5.015589254499842609e-01,1.556842803242399986e+00,2.361645475344176681e+00,3.941453951352567486e+00,3.958727992255512973e+00,5.104743930280664976e+00,4.854842133905224344e+00,3.872837115554284448e+00,3.676566878580670661e+00,4.711970117649403988e+00,2.989282659341331971e+00,3.681056320030607232e+00,2.684608081219687747e+00,2.967996235310605524e+00,3.491677549868729802e+00,3.682025553316250921e+00,2.793173395569976680e+00,1.927224069294084297e+00,2.327982103114339285e+00,2.259550778671104876e+00,2.457830073757048872e+00,2.597564393721647935e+00,1.266952369443517412e+00,1.170250040509278833e+00,1.050096885175683337e+00,2.076106380288477382e+00,2.440436719391807951e+00,2.396291408074771923e+00,2.662192647022710190e+00,2.721427949343508512e+00,3.101192933482867620e+00,2.784440890248956357e+00,2.859427104596675040e+00,1.934618800906608982e+00,2.869493165562988946e+00,3.649429404270121413e+00,3.638235424770557280e+00,4.631996368616698945e+00,3.715917233604904446e+00,4.227954709660098231e+00,5.275227165313625122e+00,4.995930079008080504e+00,4.787107149920576177e+00,5.913249941361575779e+00,5.596847349819045192e+00,5.138081323016318258e+00
2.872367101817216550e+00,2.455938173063385133e+00,2.501634414570462095e+00,9.516146312040816291e-01,3.093107768753924902e-01,1.628486040954169045e+00,1.508909348483269852e+00,1.911310050571315700e-01,8.914780352478932635e-01,1.698589618432452930e+00,2.141089605974608290e+00,1.875339737026735065e+00,2.607266044319227483e+00,2.809443482339019305e+00,2.685490671103500482e+00,1.463575688432962707e+00,7.780369251929672991e-01,-5.083420061668467160e-02,2.123744069700750914e-01,9.237988358387648757e-01,9.507681482069875178e-01,2.209226329643471320e+00,3.724369949389156886e+00,3.941046775757585774e+00,4.003749748770907502e+00,4.467546967435390926e+00,4.462714052894529715e+00,6.160104028642843232e+00,4.625232712314606864e+00,4.207797940146174476e+00,4.004300156854623260e+00,2.766859450338751358e+00,3.107153562184180373e+00,3.262420810026658735e+00,4.591403717859070532e+00,4.320882105651621785e+00,2.484933156236272200e+00,2.316751828895009968e+00,1.591071858567039143e+00,2.194591899578005822e+00,2.120478667712465182e+00,1.534707556519962823e+00,1.389246142310100574e+00,4.014824188477313927e-01,1.150219475926645529e+00,2.024329735566781530e+00,2.448874876244711452e+00,3.261786810313870966e+00,2.841454156446655333e+00,2.846048617629839406e+00,2.880806917488888175e+00,2.413235540692873826e+00,2.837413661520241881e+00,3.232253001646919088e+00,3.178046087269986941e+00,3.191244591763008565e+00,3.800286678546159091e+00,4.291877217909971343e+00,4.147089583697175286e+00,4.748210877725971280e+00,4.924711751922942859e+00,5.788247899846242994e+00,5.064588755729556802e+00,5.327783652984836138e+00,4.939256799854292446e+00
